id,date_accident,accident_type,district,longitude,latitude,road_condition,weather_condition,road_part,number_of_participants,vehicle_brand_uz,vehicle_model_uz,vehicle_color_uz,year_manufacture
164020,2023-11-23,piyodani urib yuborish,Yangihayot tumani,69.1946,41.2394,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Matiz,oq,2013.0
164019,2023-11-23,to'qnashuv,Yakkasaroy tumani,69.2631,41.3014,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Matiz,oq,2017.0
164017,2023-11-23,piyodani urib yuborish,Jizzax shahri,67.8357,40.1478,xo'l,yomg'irli ,yo'lning tog'ri qismi,2,Chevrolet,Damas,oq,2009.0
164016,2023-11-22,piyodani urib yuborish,Sharof Rashidov tumani,67.7384,40.1584,xo'l,yomg'irli ,yo'lning tog'ri qismi,2,Chevrolet,Damas,oq,2022.0
164015,2023-11-21,piyodani urib yuborish,Jizzax shahri,67.8341,40.1427,quruq,kun ochiq,piyodalar o'tish joyi,2,Lada(VAZ),Vesta,xameleon,2019.0
164014,2023-11-11,to'qnashuv,Parkent tumani,69.6817,41.2989,quruq,kun ochiq,yo'lning burilish qismi,1,Chevrolet,Matiz,oq,2007.0
164013,2023-10-21,to'qnashuv,Jizzax shahri,67.829,40.1267,quruq,kun ochiq,tartibga solingan chorraha,3,Chevrolet,HHR,oq,2021.0
164010,2023-10-27,to'qnashuv,To'raqo'rg'on tumani,71.5018,40.9789,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Cobalt,oq,2017.0
164009,2023-10-12,piyodani urib yuborish,Pop tumani,71.109,40.8724,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Damas,oq,2017.0
164007,2023-11-05,to'qnashuv,Yangiqo'rg'on tumani,71.6844,41.1275,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Lacetti,oq,2014.0
164002,2023-10-31,piyodani urib yuborish,Yangiqo'rg'on tumani,71.6796,41.3995,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Damas,oq,1999.0
163997,2023-11-19,YTHning boshqa turlari,Parkent tumani,69.634,41.1622,quruq,kun ochiq,yo'lning burilish qismi,1,Chevrolet,Nexia,oq,2010.0
163994,2023-11-19,piyodani urib yuborish,Parkent tumani,69.6748,41.1521,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Matiz,kulrang,2009.0
163992,2023-10-06,to'qnashuv,To'raqo'rg'on tumani,71.5048,40.9406,quruq,kun ochiq,piyodalar o'tish joyi,2,Daewoo,Damas,oq,2008.0
163991,2023-09-30,to'qnashuv,To'raqo'rg'on tumani,71.4121,40.9637,quruq,kun ochiq,umumfoydalanishdagi TV to'xtash joyi,2,Daewoo,Damas,qaymoq rang,2022.0
163990,2023-11-19,piyodani urib yuborish,To'raqo'rg'on tumani,71.467,40.9595,quruq,kun ochiq,piyodalar o'tish joyi,4,Daewoo,Damas,qaymoq rang,2011.0
163989,2023-10-23,piyodani urib yuborish,Yunusobod tumani,69.3014,41.354,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,oq,2017.0
163988,2023-10-23,to'siqqa urilish,Yangihayot tumani,69.2795,41.1649,quruq,kun ochiq,yo'lning tog'ri qismi,1,Daewoo,Matiz,oq,2015.0
163987,2023-10-23,piyodani urib yuborish,Sirg'ali tumani,69.2127,41.2262,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,oq,2014.0
163986,2023-10-23,piyodani urib yuborish,Yunusobod tumani,69.2929,41.3656,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2020.0
163985,2023-10-21,piyodani urib yuborish,Olmazor tumani,69.1996,41.3767,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Cobalt,oq,2023.0
163984,2023-10-21,piyodani urib yuborish,Yashnobod tumani,69.3352,41.2409,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,qora,2022.0
163983,2023-10-21,to'qnashuv,Uchtepa tumani,69.1737,41.2829,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Lacetti,qora,2022.0
163982,2023-10-20,piyodani urib yuborish,Mirzo ulug'bek tumani,69.3238,41.3244,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Matiz,oq,2017.0
163981,2023-10-20,to'siqqa urilish,Yakkasaroy tumani,69.3277,41.3053,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2017.0
163980,2023-10-20,piyodani urib yuborish,Yashnobod tumani,69.3277,41.3053,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2022.0
163979,2023-10-19,to'siqqa urilish,Bektemir tumani,69.5971,41.442,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Matiz,kulrang,2006.0
163977,2023-10-19,piyodani urib yuborish,Chilonzor tumani,69.2617,41.2443,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia 3,oq,2019.0
163976,2023-10-19,piyodani urib yuborish,Olmazor tumani,69.2423,41.3605,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,oq,2022.0
163975,2023-10-19,piyodani urib yuborish,Yunusobod tumani,69.3372,41.3587,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Malibu 2,qora,2022.0
163973,2023-10-18,piyodani urib yuborish,Bektemir tumani,69.3358,41.2282,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,oq,2012.0
163972,2023-10-18,piyodani urib yuborish,Mirzo ulug'bek tumani,69.3697,41.3351,quruq,kun ochiq,tartibga solingan chorraha,2,Chevrolet,Nexia 3,oq,2020.0
163971,2023-08-02,ag'darilish,To'raqo'rg'on tumani,71.5494,40.9345,quruq,kun ochiq,boshqa holatlar,1,Daewoo,Damas,oq,2019.0
163970,2023-09-09,piyodani urib yuborish,To'raqo'rg'on tumani,71.467,40.9595,quruq,kun ochiq,tartibga solingan chorraha,2,Lada(VAZ),2106,oq,1987.0
163969,2023-11-20,piyodani urib yuborish,Jizzax shahri,67.829,40.1269,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia,oq,2020.0
163968,2023-10-15,piyodani urib yuborish,Chust tumani,71.2463,40.9679,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Lacetti,oq,2021.0
163967,2023-10-25,piyodani urib yuborish,Uchqo'rg'on tumani,72.106,41.1149,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia 3,oq,2021.0
163965,2023-10-26,piyodani urib yuborish,Namangan shahri,71.6318,41.0268,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,oq,2011.0
163964,2023-11-03,YTHning boshqa turlari,Chust tumani,71.2285,40.9924,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2007.0
163963,2023-10-18,piyodani urib yuborish,Chust tumani,71.234,40.9925,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Damas,oq,1997.0
163962,2023-10-21,piyodani urib yuborish,Norin tumani,72.2056,40.9797,quruq,kun ochiq,yo'lning tog'ri qismi,2,AZLK,412,ko'k,1988.0
163961,2023-11-01,to'qnashuv,Uychi tumani,71.852,41.0215,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2021.0
163960,2023-10-19,piyodani urib yuborish,Mingbuloq tumani,71.5892,40.9228,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Matiz,oq,2010.0
163959,2023-10-24,piyodani urib yuborish,Namangan shahri,71.6487,40.9841,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Cobalt,oq,2015.0
163958,2023-11-03,velosipedchini urib yuborish,Pop tumani,71.1008,40.8703,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,oq,2011.0
163957,2023-11-21,to'qnashuv,Sharof Rashidov tumani,67.7237,40.0541,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Lacetti,kulrang,2006.0
163956,2023-11-20,ot-aravani urib yuborish,Zomin tumani,68.5164,40.1786,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia,qora,2009.0
163955,2023-11-19,to'qnashuv,G'allaorol tumani,67.6206,39.9541,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Nexia,oq,2011.0
163954,2023-11-19,piyodani urib yuborish,Sharof Rashidov tumani,67.9269,40.0954,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2012.0
163953,2023-11-18,piyodani urib yuborish,Sharof Rashidov tumani,67.8646,40.1739,xo'l,yomg'irli ,yo'lning tog'ri qismi,2,Lada(VAZ),2121,yashil,1989.0
163952,2023-11-18,ag'darilish,G'allaorol tumani,67.519,40.1124,quruq,yomg'irli ,yo'lning tog'ri qismi,1,Muravey (Муравей),Муравей-2 01,yashil,2022.0
163950,2023-11-16,to'qnashuv,Parkent tumani,69.8455,41.3152,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Damas,oq,2016.0
163949,2023-11-15,to'qnashuv,Parkent tumani,69.687,41.288,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Cobalt,kulrang,2013.0
163948,2023-06-06,ag'darilish,Navbahor tumani,65.4343,40.3384,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Spark,oq,2014.0
163947,2023-06-05,velosipedchini urib yuborish,Xatirchi tumani,66.0385,40.0561,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia 2,oq,2011.0
163946,2023-06-05,velosipedchini urib yuborish,Navbahor tumani,65.3607,40.1921,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Matiz,oq,2014.0
163945,2023-06-05,velosipedchini urib yuborish,Qiziltepa tumani,64.748,40.0002,quruq,kun ochiq,yo'lning tog'ri qismi,4,Chevrolet,Matiz,oq,2011.0
163944,2023-06-03,piyodani urib yuborish,Zarafshon shahri,64.205,41.5703,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Damas,oq,2004.0
163943,2023-05-29,piyodani urib yuborish,Tomdi tumani,64.4574,41.4798,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2023.0
163942,2023-05-25,to'qnashuv,Tomdi tumani,64.6832,41.81,quruq,kun ochiq,yo'lning tog'ri qismi,3,ISUZU,SAZ NP 21,oq,2013.0
163940,2023-05-23,piyodani urib yuborish,Karmana tumani,65.4478,40.1011,quruq,kun ochiq,yo'lning tog'ri qismi,2,Lada(VAZ),2101,oq,2009.0
163939,2023-05-21,to'qnashuv,Karmana tumani,65.2455,40.1347,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Cobalt,oq,2020.0
163938,2023-05-19,hayvonni urib yuborish,Konimex tumani,64.7477,40.9133,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Lacetti,oq,2020.0
163937,2023-05-18,ag'darilish,Konimex tumani,65.0856,40.401,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Cobalt,oq,2023.0
163935,2023-05-16,piyodani urib yuborish,Xatirchi tumani,66.0097,40.0797,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia 2,oq,2011.0
163934,2023-11-09,to'qnashuv,Qo'rg'ontepa tumani,72.7658,40.7458,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2011.0
163932,2023-11-08,to'qnashuv,Qo'rg'ontepa tumani,72.7561,40.7187,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Damas,oq,2011.0
163931,2023-11-03,to'qnashuv,Qo'rg'ontepa tumani,72.8486,40.7299,quruq,kun ochiq,yo'lning tog'ri qismi,2,GAZ,53,"moviy, havorang",1990.0
163930,2023-11-01,velosipedchini urib yuborish,Qo'rg'ontepa tumani,72.7619,40.7304,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Nexia 2,kulrang,2015.0
163929,2023-10-30,to'qnashuv,Qo'rg'ontepa tumani,72.7513,40.7951,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Matiz,oq,2013.0
163928,2023-10-26,piyodani urib yuborish,Qo'rg'ontepa tumani,72.7541,40.7295,quruq,kun ochiq,piyodalar o'tish joyi,2,Chevrolet,Nexia 3,oq,2018.0
163926,2023-10-25,piyodani urib yuborish,Qo'rg'ontepa tumani,72.7553,40.778,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Damas,oq,2014.0
163925,2023-10-25,to'qnashuv,Qo'rg'ontepa tumani,72.7861,40.7285,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Cobalt,oq,2019.0
163924,2023-10-24,to'qnashuv,Qo'rg'ontepa tumani,72.8929,40.7316,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Matiz,kulrang,2009.0
163922,2023-10-23,to'qnashuv,Qo'rg'ontepa tumani,72.9787,40.5976,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Tico,yashil,1997.0
163921,2023-10-23,to'qnashuv,Qo'rg'ontepa tumani,72.7627,40.7152,xo'l,yomg'irli ,yo'lning tog'ri qismi,2,Lada(VAZ),GRANTA 21900,kulrang,2015.0
163919,2023-10-31,to'qnashuv,Parkent tumani,69.5754,41.3072,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Spark,oq,1996.0
163918,2023-10-23,piyodani urib yuborish,Qo'rg'ontepa tumani,72.7554,40.7446,quruq,kun ochiq,tartibga solingan chorraha,2,Daewoo,Nexia 2,oq,2015.0
163917,2023-10-21,piyodani urib yuborish,Qo'rg'ontepa tumani,72.7591,40.731,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Cobalt,yashil,2018.0
163915,2023-11-12,to'qnashuv,Parkent tumani,69.6241,41.2724,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Nexia 2,oq,2014.0
163914,2023-05-16,piyodani urib yuborish,Nurota tumani,66.157,40.3719,quruq,kun ochiq,yo'lning tog'ri qismi,2,Lada(VAZ),2101,kulrang,1974.0
163913,2023-05-15,piyodani urib yuborish,Navoiy shahri,65.3808,40.1031,quruq,kun ochiq,piyodalar o'tish joyi,2,Chevrolet,Spark,oq,2019.0
163912,2023-05-13,ag'darilish,Qiziltepa tumani,64.6461,39.9107,quruq,kun ochiq,yo'lning burilish qismi,2,Chevrolet,Tracker,oq,2021.0
163903,2023-11-13,to'qnashuv,Mingbuloq tumani,71.4674,40.8164,quruq,kun ochiq,yo'lning tog'ri qismi,3,Daewoo,Damas,oq,2006.0
163902,2023-05-12,to'qnashuv,Qiziltepa tumani,64.7938,39.9522,quruq,kun ochiq,yo'lning burilish qismi,2,Chevrolet,Spark,oq,2012.0
163901,2023-05-12,to'qnashuv,Navoiy shahri,65.3815,40.1061,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Lacetti,oq,2022.0
163900,2023-05-12,to'qnashuv,Qiziltepa tumani,64.8322,40.0461,quruq,kun ochiq,tartibga solingan chorraha,3,Lada(VAZ),2106,qizil,1981.0
163899,2023-05-11,piyodani urib yuborish,Navoiy shahri,65.3853,40.095,quruq,kun ochiq,piyodalar o'tish joyi,2,Chevrolet,Lacetti,oq,2022.0
163898,2023-11-16,piyodani urib yuborish,Baxmal tumani,67.4004,39.7478,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,kulrang,2015.0
163897,2023-11-16,velosipedchini urib yuborish,Mirzacho'l tumani,68.1634,40.6657,quruq,kun ochiq,tartibga solinmagan chorraha,2,Chevrolet,Lacetti,oq,2010.0
163894,2023-11-10,to'siqqa urilish,Mingbuloq tumani,71.442,40.846,quruq,kun ochiq,tartibga solingan chorraha,3,Chevrolet,Damas,oq,2016.0
163893,2023-11-10,velosipedchini urib yuborish,Mingbuloq tumani,71.501,40.8344,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Damas,oq,2017.0
163892,2023-10-15,to'qnashuv,Qo'rg'ontepa tumani,72.866,40.7294,quruq,kun ochiq,yo'lning tog'ri qismi,4,Chevrolet,Spark,oq,2022.0
163891,2023-10-13,YTHning boshqa turlari,Qo'rg'ontepa tumani,72.7553,40.7757,quruq,kun ochiq,yo'lning tog'ri qismi,1,Daewoo,Nexia 2,oq,2014.0
163890,2023-11-13,velosipedchini urib yuborish,Parkent tumani,69.6407,41.1641,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Spark,kulrang,2011.0
163889,2023-10-12,piyodani urib yuborish,Qo'rg'ontepa tumani,72.8869,40.7302,quruq,kun ochiq,yo'lning tog'ri qismi,3,Daewoo,Nexia 2,kulrang,2013.0
163888,2023-10-11,piyodani urib yuborish,Qo'rg'ontepa tumani,72.754,40.7296,quruq,kun ochiq,piyodalar o'tish joyi,2,Daewoo,Nexia 2,kulrang,2010.0
163887,2023-10-11,to'qnashuv,Qo'rg'ontepa tumani,72.7696,40.7298,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Damas,oq,2017.0
163884,2023-10-08,to'qnashuv,Qo'rg'ontepa tumani,72.8717,40.7283,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia 2,kulrang,2009.0
163881,2023-10-08,to'qnashuv,Qo'rg'ontepa tumani,72.7591,40.7302,quruq,kun ochiq,tartibga solingan chorraha,2,Chevrolet,Monza,qora,2023.0
163880,2023-10-08,hayvonni urib yuborish,Qo'rg'ontepa tumani,72.7579,40.7188,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Lacetti,oq,2016.0
163879,2023-11-13,YTHning boshqa turlari,Parkent tumani,69.7763,41.2486,quruq,kun ochiq,yo'lning tog'ri qismi,1,Lada(VAZ),2106,oq,1991.0
163878,2023-11-08,to'qnashuv,Parkent tumani,69.6785,41.2941,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Lacetti,oq,2012.0
163877,2023-11-13,to'qnashuv,Parkent tumani,69.6602,41.298,quruq,kun ochiq,piyodalar o'tish joyi,1,ISUZU,SAZ NP 37,oq,2013.0
163876,2023-11-09,to'qnashuv,Parkent tumani,69.5667,41.3078,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Nexia,oq,2003.0
163875,2023-11-02,piyodani urib yuborish,Parkent tumani,69.6381,41.3025,quruq,kun ochiq,boshqa holatlar,1,Volkswagen,AMAROK,oq,2022.0
163874,2023-11-13,piyodani urib yuborish,Mirzacho'l tumani,68.1572,40.6565,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia,oq,1997.0
163873,2023-11-13,piyodani urib yuborish,Zomin tumani,68.3165,39.9625,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia,oq,2018.0
163872,2023-09-23,YTHning boshqa turlari,Yangiqo'rg'on tumani,71.6607,41.1002,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Lacetti,oq,2020.0
163871,2023-09-20,to'qnashuv,Yangiqo'rg'on tumani,71.7018,41.5114,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2011.0
163870,2023-09-14,to'qnashuv,Yangiqo'rg'on tumani,71.6913,41.2442,quruq,kun ochiq,yo'lning tog'ri qismi,2,ZIL,130,jigarrang,2011.0
163869,2023-09-13,piyodani urib yuborish,Yangiqo'rg'on tumani,71.6906,41.488,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Evanda,oq,2020.0
163868,2023-09-05,to'qnashuv,Yangiqo'rg'on tumani,71.7692,41.2582,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Damas,oq,2005.0
163866,2023-09-03,velosipedchini urib yuborish,Yangiqo'rg'on tumani,71.7276,41.1862,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2021.0
163863,2023-11-12,to'qnashuv,Zomin tumani,68.488,40.1097,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Nexia,oq,2012.0
163862,2023-11-11,piyodani urib yuborish,Sharof Rashidov tumani,67.8169,40.1586,xo'l,yomg'irli ,yo'lning tog'ri qismi,2,Chevrolet,Damas,oq,2015.0
163861,2023-10-18,piyodani urib yuborish,Yunusobod tumani,69.3091,41.3565,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2020.0
163860,2023-10-12,to'qnashuv,Uchtepa tumani,69.1634,41.3083,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,oq,2020.0
163859,2023-10-17,turgan TVga urilish,Yakkasaroy tumani,69.246,41.2704,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Damas,qaymoq rang,2022.0
163857,2023-11-05,to'qnashuv,Parkent tumani,69.5538,41.286,quruq,kun ochiq,yo'lning tog'ri qismi,1,GAZ,2410,oq,1992.0
163856,2023-11-04,to'qnashuv,Parkent tumani,69.5775,41.307,quruq,kun ochiq,yo'lning tog'ri qismi,1,Hyundai,Porter,oq,2012.0
163855,2023-09-11,piyodani urib yuborish,Parkent tumani,69.6732,41.2949,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Damas,oq,2001.0
163854,2023-11-09,to'qnashuv,Zomin tumani,68.432,40.0104,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Nexia,oq,2014.0
163853,2023-10-17,piyodani urib yuborish,Chilonzor tumani,69.2075,41.2644,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,qora,2013.0
163852,2023-10-17,piyodani urib yuborish,Chilonzor tumani,69.194,41.3012,quruq,kun ochiq,yo'lning tog'ri qismi,2,Lada(VAZ),2106,qizil,1984.0
163851,2023-10-17,piyodani urib yuborish,Shayxontoxur tumani,69.2742,41.3377,quruq,kun ochiq,tartibga solingan chorraha,2,Chevrolet,Spark,oq,2017.0
163850,2023-10-17,piyodani urib yuborish,Chilonzor tumani,69.1919,41.2607,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Malibu 2,qora,2021.0
163849,2023-10-16,to'qnashuv,Chilonzor tumani,69.2033,41.3001,quruq,kun ochiq,yo'lning tog'ri qismi,1,Chevrolet,Nexia 3,oq,2018.0
163848,2023-10-16,piyodani urib yuborish,Bektemir tumani,69.3307,41.2381,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Damas,oq,2022.0
163847,2023-10-16,piyodani urib yuborish,Yashnobod tumani,69.3049,41.2991,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2009.0
163846,2023-10-16,piyodani urib yuborish,Mirobod tumani,69.3232,41.2511,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Captiva,qora,2017.0
163845,2023-10-16,piyodani urib yuborish,Mirzo ulug'bek tumani,69.3648,41.3167,quruq,kun ochiq,yo'lning tog'ri qismi,2,Mercedes-Benz,Conecto,qaymoq rang,1911.0
163844,2023-11-08,to'qnashuv,Paxtakor tumani,68.1289,40.3489,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia,oq,2017.0
163842,2023-11-01,to'qnashuv,Mingbuloq tumani,71.4646,40.82,quruq,kun ochiq,tartibga solingan chorraha,2,Chevrolet,Lacetti,oq,2021.0
163841,2023-11-08,to'qnashuv,Mingbuloq tumani,71.4309,40.8314,quruq,kun ochiq,yo'lning tog'ri qismi,2,Lada(VAZ),2106,yashil,1984.0
163840,2023-11-04,to'qnashuv,Mingbuloq tumani,71.4661,40.8346,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2018.0
163839,2023-11-08,to'qnashuv,Mingbuloq tumani,71.4606,40.8501,quruq,kun ochiq,boshqa holatlar,5,Chevrolet,Cobalt,oq,2022.0
163838,2023-11-02,to'qnashuv,Parkent tumani,69.6607,41.2979,quruq,kun ochiq,yo'lning tog'ri qismi,1,Lada(VAZ),2106,oq,2014.0
163835,2023-10-15,to'qnashuv,Uchtepa tumani,69.1804,41.2811,quruq,kun ochiq,tartibga solingan chorraha,4,Chevrolet,Lacetti,oq,2022.0
163834,2023-10-15,piyodani urib yuborish,Mirzo ulug'bek tumani,69.3882,41.362,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Matiz,kumush rang,2012.0
163833,2023-10-15,to'qnashuv,Yunusobod tumani,69.2838,41.3626,quruq,kun ochiq,yo'lning tog'ri qismi,4,Chevrolet,Cobalt,oq,2022.0
163832,2023-10-14,to'qnashuv,Sirg'ali tumani,69.2421,41.2339,quruq,kun ochiq,yo'lning tog'ri qismi,5,Chevrolet,Lacetti,oq,2019.0
163831,2023-10-14,piyodani urib yuborish,Chilonzor tumani,69.1942,41.2946,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Lacetti,oq,2019.0
163829,2023-10-14,piyodani urib yuborish,Yunusobod tumani,69.2478,41.3869,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2019.0
163827,2023-10-13,piyodani urib yuborish,Yunusobod tumani,69.2768,41.3457,quruq,kun ochiq,tartibga solingan chorraha,2,Chevrolet,Spark,ko'k,2014.0
163826,2023-10-13,to'qnashuv,Shayxontoxur tumani,69.21,41.315,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Spark,oq,2013.0
163825,2023-10-13,piyodani urib yuborish,Yunusobod tumani,69.2972,41.3829,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,qora,2011.0
163824,2023-10-13,to'qnashuv,Yashnobod tumani,69.3001,41.3065,quruq,kun ochiq,yo'lning tog'ri qismi,4,Daewoo,Matiz,kulrang,2014.0
163823,2023-10-12,piyodani urib yuborish,Yakkasaroy tumani,69.2645,41.2703,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Cobalt,oq,2022.0
163822,2023-10-12,to'qnashuv,Yakkasaroy tumani,69.2578,41.289,quruq,kun ochiq,tartibga solingan chorraha,4,Chevrolet,Lacetti,qora,2022.0
163821,2023-10-12,piyodani urib yuborish,Sirg'ali tumani,69.2183,41.2487,quruq,kun ochiq,tartibga solingan chorraha,2,Chevrolet,Spark,oq,2016.0
163820,2023-10-12,to'qnashuv,Bektemir tumani,69.333,41.2207,quruq,kun ochiq,yo'lning tog'ri qismi,2,ISUZU,SAZ NP 37,oq,2011.0
163819,2023-10-12,piyodani urib yuborish,Yashnobod tumani,69.3314,41.3051,quruq,kun ochiq,yo'lning tog'ri qismi,2,Skoda,Kodiaq,kumush rang,2021.0
163818,2023-11-03,to'qnashuv,Parkent tumani,69.6799,41.2938,quruq,kun ochiq,yo'lning tog'ri qismi,1,Lada(VAZ),2106,oq,1977.0
163817,2023-11-07,to'qnashuv,G'allaorol tumani,67.1909,40.0788,quruq,kun ochiq,yo'lning tog'ri qismi,4,Chevrolet,Cobalt,oq,2021.0
163816,2023-11-07,velosipedchini urib yuborish,Jizzax shahri,67.8493,40.1189,quruq,kun ochiq,yo'lning tog'ri qismi,2,Lada(VAZ),2106,nam asfalt,1987.0
163815,2023-11-02,velosipedchini urib yuborish,Qo'qon shahri,70.9459,40.5211,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Matiz,oq,2008.0
163814,2023-10-07,piyodani urib yuborish,Bog'dod tumani,71.2354,40.4563,quruq,kun ochiq,yo'lning tog'ri qismi,4,Chevrolet,Nexia 3,oq,2017.0
