id,date_accident,accident_type,district,longitude,latitude,road_condition,weather_condition,road_part,number_of_participants,vehicle_brand_uz,vehicle_model_uz,vehicle_color_uz,year_manufacture
160060,2023-08-06,to'qnashuv,Uchqo'rg'on tumani,72.0777,41.107,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Matiz,kulrang,2015.0
160057,2023-06-02,piyodani urib yuborish,Sho'rchi tumani,67.8482,38.0926,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Cobalt,oq,2020.0
160056,2023-06-01,to'qnashuv,Uchqo'rg'on tumani,72.0903,41.0241,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia 3,oq,2017.0
160055,2023-08-05,to'qnashuv,Qo'shrabod tumani,66.6667,40.2556,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Lacetti,qaymoq rang,2009.0
160054,2023-05-20,to'qnashuv,Sho'rchi tumani,67.8298,37.9651,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia 2,oq,2014.0
160053,2023-08-02,to'qnashuv,Uchqo'rg'on tumani,72.094,41.1203,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Cobalt,oq,2014.0
160044,2023-06-15,to'qnashuv,Sho'rchi tumani,67.7883,37.9798,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Nexia,oq,2006.0
160043,2023-05-19,to'qnashuv,Uchqo'rg'on tumani,71.9521,40.9787,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Lacetti,qora,2016.0
160042,2023-05-12,to'siqqa urilish,Uchqo'rg'on tumani,72.106,41.1393,quruq,kun ochiq,boshqa holatlar,1,Chevrolet,Nexia 3,oq,2017.0
160035,2023-05-19,to'qnashuv,Uchqo'rg'on tumani,72.0822,41.1096,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Nexia 2,oq,2010.0
160025,2023-08-06,to'siqqa urilish,Uchqo'rg'on tumani,72.1244,41.1432,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia 2,qaymoq rang,2016.0
160024,2023-05-10,piyodani urib yuborish,Uchqo'rg'on tumani,72.0022,41.0398,quruq,kun ochiq,boshqa holatlar,2,Lada(VAZ),2103,oq,1984.0
160023,2023-05-01,piyodani urib yuborish,Uchqo'rg'on tumani,72.0939,41.022,quruq,kun ochiq,boshqa holatlar,2,Hyundai,Porter,binafsha rang,2009.0
160022,2023-06-12,to'qnashuv,Sho'rchi tumani,67.7945,38.0118,quruq,kun ochiq,yo'lning tog'ri qismi,2,Lada(VAZ),2106,oq,1984.0
160021,2023-06-10,piyodani urib yuborish,Sho'rchi tumani,67.7905,38.0022,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Lacetti,oq,2020.0
160020,2023-06-10,to'qnashuv,Sho'rchi tumani,67.7401,37.9678,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia 3,oq,2018.0
160019,2023-06-15,to'qnashuv,Sho'rchi tumani,67.7915,38.0017,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Cobalt,oq,2018.0
160018,2023-05-31,piyodani urib yuborish,Sho'rchi tumani,67.7915,37.9699,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Cobalt,oq,2015.0
160016,2023-07-02,piyodani urib yuborish,To'raqo'rg'on tumani,71.4938,40.992,quruq,kun ochiq,yo'lning tog'ri qismi,2,Lada(VAZ),2106,qaymoq rang,1991.0
159995,2023-05-25,piyodani urib yuborish,Sho'rchi tumani,67.7876,38.0091,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Matiz,oq,2006.0
159986,2023-05-14,piyodani urib yuborish,Sho'rchi tumani,67.7879,38.0227,quruq,kun ochiq,boshqa holatlar,2,Lada(VAZ),2106,oq,1989.0
159979,2023-04-26,piyodani urib yuborish,Sho'rchi tumani,67.7914,38.0193,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia,oq,2012.0
159972,2023-08-05,to'qnashuv,Bo'stonliq tumani,69.8794,41.5998,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Spark,oq,2019.0
159970,2023-05-02,piyodani urib yuborish,Sho'rchi tumani,67.741,38.0161,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Cobalt,oq,2016.0
159968,2023-05-04,piyodani urib yuborish,Sho'rchi tumani,67.7804,37.9943,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Labo,oq,2022.0
159967,2023-04-25,to'qnashuv,Qumqo'rg'on tumani,67.7522,37.9754,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Cobalt,oq,2018.0
159966,2023-05-01,to'qnashuv,Sho'rchi tumani,67.7379,37.9612,quruq,kun ochiq,boshqa holatlar,2,Lada(VAZ),2106,oq,1989.0
159954,2023-04-22,to'qnashuv,Bo'stonliq tumani,69.926,41.6206,quruq,kun ochiq,boshqa holatlar,2,Nissan ,Atleon,oq,2013.0
159952,2023-04-22,to'qnashuv,Bo'stonliq tumani,69.8895,41.605,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,DAMAS VAN,oq,2022.0
159949,2023-04-14,piyodani urib yuborish,Bo'stonliq tumani,69.8208,41.5935,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Lacetti,oq,2018.0
159944,2023-08-05,piyodani urib yuborish,To'raqo'rg'on tumani,71.4828,41.0204,quruq,kun ochiq,piyodalar o'tish joyi,2,Lada(VAZ),2101,oq,1971.0
159916,2023-04-19,piyodani urib yuborish,To'raqo'rg'on tumani,71.5133,40.8701,quruq,kun ochiq,piyodalar o'tish joyi,2,Lada(VAZ),2101,qizil,1982.0
159901,2023-04-15,to'qnashuv,Bo'stonliq tumani,69.874,41.6096,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Cobalt,oq,2021.0
159896,2023-08-05,to'qnashuv,Bo'stonliq tumani,69.8013,41.5846,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia 3,oq,2016.0
159894,2023-04-18,to'qnashuv,Bo'stonliq tumani,69.8403,41.597,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Damas,qaymoq rang,2022.0
159837,2023-04-09,to'qnashuv,Bo'stonliq tumani,69.8795,41.6099,quruq,kun ochiq,boshqa holatlar,2,Lada(VAZ),2106,qaymoq rang,1983.0
159835,2023-04-08,to'qnashuv,Bo'stonliq tumani,69.8436,41.5855,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Damas,oq,2022.0
159823,2023-04-03,to'qnashuv,Bo'stonliq tumani,69.8466,41.5868,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Matiz,oq,2008.0
159821,2023-04-05,to'qnashuv,Pop tumani,71.0316,40.8445,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Damas,oq,1997.0
159793,2023-06-25,piyodani urib yuborish,Qiziriq tumani,67.2575,37.7101,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,DAMAS VAN,oq,2018.0
159791,2023-08-05,to'qnashuv,Bo'stonliq tumani,69.9351,41.6261,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Spark,ko'k,2014.0
159788,2023-04-02,to'qnashuv,Bo'stonliq tumani,69.9309,41.6254,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Spark,oq,2021.0
159785,2023-06-29,to'qnashuv,Sherobod tumani,66.992,37.6569,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Cobalt,oq,2015.0
159784,2023-03-23,to'qnashuv,Bo'stonliq tumani,69.8525,41.6023,quruq,kun ochiq,boshqa holatlar,2,ISUZU,NPR82 L-KL5VAY,oq,2015.0
159782,2023-04-06,to'qnashuv,Pop tumani,70.6707,40.9562,quruq,kun ochiq,boshqa holatlar,2,Kia,Bongo,oq,2012.0
159778,2023-04-18,piyodani urib yuborish,Pop tumani,70.904,40.764,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Damas,qaymoq rang,2019.0
159776,2023-05-06,ag'darilish,Angor tumani,67.1793,37.3733,quruq,kun ochiq,boshqa holatlar,1,Chevrolet,Cobalt,oq,2023.0
159775,2023-04-07,ag'darilish,Pop tumani,70.8026,40.8041,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Lacetti,oq,2014.0
159771,2023-06-07,piyodani urib yuborish,Jalaquduq tumani,72.5618,40.7095,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Damas,oq,2019.0
159763,2023-05-18,to'qnashuv,Chust tumani,71.2223,40.9915,quruq,kun ochiq,piyodalar o'tish joyi,1,Chevrolet,Cobalt,oq,2015.0
159761,2023-03-23,ot-aravani urib yuborish,Bo'stonliq tumani,69.8657,41.5945,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Lacetti,oq,2022.0
159760,2023-05-22,to'qnashuv,Chust tumani,71.2445,40.9856,quruq,kun ochiq,boshqa holatlar,1,Daewoo,Damas,oq,2010.0
159759,2022-12-06,to'qnashuv,Bo'stonliq tumani,69.8463,41.5999,quruq,kun ochiq,boshqa holatlar,2,Lada(VAZ),2121,qizil,1981.0
159757,2023-05-19,to'qnashuv,Chust tumani,71.214,41.043,quruq,kun ochiq,umumfoydalanishdagi TV to'xtash joyi,1,Daewoo,Damas,oq,2013.0
159755,2023-03-09,to'qnashuv,Bo'stonliq tumani,69.8847,41.6026,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Damas,qaymoq rang,2021.0
159753,2023-03-13,piyodani urib yuborish,Bo'stonliq tumani,69.6441,41.5072,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Lacetti,oq,2022.0
159752,2023-08-05,to'siqqa urilish,Sharof Rashidov tumani,67.9438,40.1116,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Cobalt,oq,2018.0
159751,2023-08-04,ag'darilish,Zomin tumani,68.4958,39.6328,quruq,kun ochiq,yo'lning burilish qismi,4,Daewoo,Nexia,oq,2005.0
159744,2023-04-15,to'qnashuv,Sho'rchi tumani,67.78,38.0053,quruq,kun ochiq,boshqa holatlar,2,Lada(VAZ),2105,oq,1980.0
159742,2023-02-02,to'qnashuv,Shaxrisabz tumani,67.0845,39.0302,quruq,kun ochiq,"ko'prik, estakada, va h.k",2,Daewoo,Tico,oq,1999.0
159741,2023-05-11,to'qnashuv,Sho'rchi tumani,67.8363,37.9764,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Lacetti,oq,2011.0
159740,2023-05-18,piyodani urib yuborish,Sho'rchi tumani,67.7911,38.0108,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,oq,2014.0
159739,2023-04-06,piyodani urib yuborish,Sho'rchi tumani,67.7822,38.007,quruq,kun ochiq,yo'lning tog'ri qismi,2,GAZ,1105,oq,1985.0
159738,2023-01-15,to'qnashuv,Mingbuloq tumani,71.4336,40.8008,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia,oq,1999.0
159737,2023-05-05,to'qnashuv,Mingbuloq tumani,71.305,40.8041,quruq,kun ochiq,yo'lning tog'ri qismi,2,Minski (Мински),Минск С4 250,qora,1986.0
159736,2023-05-04,to'qnashuv,Mingbuloq tumani,71.4711,40.8094,quruq,kun ochiq,yo'lning tog'ri qismi,2,GAZ,3110,jigarrang,1995.0
159735,2023-04-10,to'qnashuv,Sho'rchi tumani,67.7443,38.0331,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Lacetti,oq,2021.0
159734,2023-08-04,to'qnashuv,Pop tumani,70.8326,40.7382,quruq,kun ochiq,boshqa holatlar,3,Lada(VAZ),2120,oq,1981.0
159733,2023-05-10,to'qnashuv,Mingbuloq tumani,71.472,40.8293,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2020.0
159732,2023-04-20,piyodani urib yuborish,Sho'rchi tumani,67.8289,37.9872,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia,oq,1997.0
159731,2023-03-12,to'siqqa urilish,Pop tumani,70.487,41.123,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia,oq,2015.0
159730,2023-04-20,to'qnashuv,Sho'rchi tumani,67.7988,38.0131,quruq,kun ochiq,boshqa holatlar,2,Lada(VAZ),2106,oq,1992.0
159729,2023-05-08,to'qnashuv,Mingbuloq tumani,71.5148,40.8493,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Nexia,oq,2006.0
159727,2023-03-13,to'qnashuv,Pop tumani,71.0957,40.8756,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Spark,oq,2019.0
159722,2023-04-18,to'qnashuv,Sho'rchi tumani,67.7379,37.9612,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,DAMAS VAN,oq,2022.0
159719,2023-05-11,to'siqqa urilish,Mingbuloq tumani,71.4665,40.8195,quruq,kun ochiq,yo'lning tog'ri qismi,1,TMZ,5.951,qora,1989.0
159706,2023-01-03,piyodani urib yuborish,Mingbuloq tumani,71.577,40.8579,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia,oq,2009.0
159702,2023-04-25,piyodani urib yuborish,Sho'rchi tumani,67.7379,37.9612,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Cobalt,oq,2018.0
159692,2023-01-07,to'qnashuv,Mingbuloq tumani,71.4653,40.8392,quruq,kun ochiq,yo'lning tog'ri qismi,3,IJ (ИЖ),Иж Москвич-412,yashil,1983.0
159689,2023-06-18,to'qnashuv,Qumqo'rg'on tumani,67.5942,37.8406,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,DAMAS VAN,oq,2010.0
159686,2023-07-21,velosipedchini urib yuborish,Dangara tumani,70.8774,40.6389,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Damas,oq,2015.0
159682,2023-07-21,piyodani urib yuborish,Uchko'prik tumani,71.0558,40.5471,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Damas,"moviy, havorang",2004.0
159677,2023-06-05,velosipedchini urib yuborish,Qumqo'rg'on tumani,67.6929,37.9346,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia,oq,2000.0
159675,2023-07-21,piyodani urib yuborish,Toshloq tumani,71.8182,40.5492,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Captiva,oq,2015.0
159669,2023-07-21,to'qnashuv,Farg'ona tumani,71.8733,40.3545,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,kulrang,2016.0
159662,2023-07-10,velosipedchini urib yuborish,Farg'ona shahri,71.7732,40.4282,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,oq,2018.0
159661,2023-05-30,to'qnashuv,Norin tumani,71.8322,40.926,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia 2,oq,2016.0
159658,2023-05-19,to'qnashuv,Norin tumani,72.0628,40.9206,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Damas,oq,2020.0
159654,2023-06-22,piyodani urib yuborish,Qo'shtepa tumani,71.696,40.4972,quruq,kun ochiq,piyodalar o'tish joyi,2,Chevrolet,Damas,oq,2010.0
159649,2023-05-07,to'qnashuv,Norin tumani,71.9187,40.9265,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Damas,oq,2012.0
159642,2023-05-19,to'qnashuv,Norin tumani,71.8508,40.9298,quruq,kun ochiq,yo'lning tog'ri qismi,2,Lada(VAZ),2101,oq,1975.0
159635,2023-05-16,to'qnashuv,Norin tumani,71.8475,40.9291,quruq,kun ochiq,yo'lning tog'ri qismi,2,Lada(VAZ),2104,oq,1976.0
159634,2023-04-20,to'qnashuv,Norin tumani,71.8927,40.9298,quruq,kun ochiq,yo'lning tog'ri qismi,4,Hyundai,Porter,oq,2013.0
159633,2023-04-30,velosipedchini urib yuborish,Norin tumani,72.011,40.9297,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Spark,oq,2022.0
159632,2023-03-17,piyodani urib yuborish,Norin tumani,72.1184,40.9224,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Tico,oq,2001.0
159631,2023-08-03,piyodani urib yuborish,Mirzo ulug'bek tumani,69.3327,41.3378,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,oq,2017.0
159630,2023-06-05,to'qnashuv,Qumqo'rg'on tumani,67.6929,37.9346,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia,oq,2005.0
159629,2023-04-01,to'qnashuv,Norin tumani,72.1203,40.9155,quruq,kun ochiq,boshqa holatlar,1,Daewoo,Nexia 2,oq,2001.0
159628,2023-03-26,to'qnashuv,Norin tumani,72.1289,40.9184,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia 2,oq,2008.0
159627,2023-08-03,piyodani urib yuborish,Mirzo ulug'bek tumani,69.3679,41.3546,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Matiz,kulrang,2010.0
159626,2023-08-03,ag'darilish,Yunusobod tumani,69.2613,41.3969,quruq,kun ochiq,tartibga solingan chorraha,2,Daewoo,Damas,oq,2019.0
159625,2023-06-23,to'qnashuv,Qumqo'rg'on tumani,67.5963,37.839,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia,nam asfalt,2014.0
159623,2023-03-05,piyodani urib yuborish,Norin tumani,72.1197,40.9154,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia 2,oq,2015.0
159621,2023-08-03,to'qnashuv,Yunusobod tumani,69.2935,41.3402,quruq,kun ochiq,tartibga solingan chorraha,2,Chevrolet,Cobalt,oq,2018.0
159619,2023-04-30,piyodani urib yuborish,Norin tumani,72.1196,40.9157,quruq,kun ochiq,boshqa holatlar,2,Daewoo,Nexia,oq,2014.0
159615,2023-04-28,velosipedchini urib yuborish,Norin tumani,71.8882,40.9301,quruq,kun ochiq,boshqa holatlar,4,Daewoo,Nexia,oq,2009.0
159614,2023-03-04,piyodani urib yuborish,Norin tumani,72.0953,40.925,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia 2,oq,2009.0
159613,2023-08-03,piyodani urib yuborish,Chilonzor tumani,69.1711,41.2422,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,oq,2017.0
159612,2023-06-09,to'qnashuv,Jarqo'rg'on tumani,67.6033,37.8316,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,DAMAS VAN,oq,2017.0
159611,2023-08-02,to'qnashuv,Yakkasaroy tumani,69.2661,41.3021,quruq,kun ochiq,tartibga solingan chorraha,2,Chevrolet,Nexia 3,oq,2017.0
159610,2023-03-15,to'qnashuv,Norin tumani,71.8346,40.9263,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia 2,oq,2001.0
159609,2023-08-02,piyodani urib yuborish,Chilonzor tumani,69.1935,41.2731,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,nam asfalt,2019.0
159608,2023-05-26,to'qnashuv,Qumqo'rg'on tumani,67.5873,37.7538,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia,oq,2001.0
159607,2023-03-16,piyodani urib yuborish,Norin tumani,71.8318,40.927,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia 2,oq,2012.0
159606,2023-08-02,piyodani urib yuborish,Chilonzor tumani,69.1647,41.2479,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia 3,kulrang,2018.0
159605,2023-04-11,velosipedchini urib yuborish,Norin tumani,72.1204,40.9108,quruq,kun ochiq,boshqa holatlar,1,Chevrolet,Nexia,oq,2008.0
159604,2023-08-02,piyodani urib yuborish,Chilonzor tumani,69.1965,41.2772,quruq,kun ochiq,tartibga solingan chorraha,2,Chevrolet,Nexia 3,oq,2019.0
159603,2023-03-06,to'qnashuv,Norin tumani,72.0847,40.918,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Matiz,oq,2007.0
159602,2023-05-01,to'qnashuv,Qumqo'rg'on tumani,67.6533,37.8023,quruq,kun ochiq,boshqa holatlar,2,Daewoo,Nexia,qizil,2004.0
159601,2023-04-10,to'siqqa urilish,Norin tumani,72.0622,40.9021,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia,oq,2019.0
159600,2023-04-28,piyodani urib yuborish,Qumqo'rg'on tumani,67.5382,37.6697,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,DAMAS VAN,oq,2022.0
159598,2023-04-27,piyodani urib yuborish,Qumqo'rg'on tumani,67.724,37.909,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia,oq,2008.0
159596,2023-08-02,piyodani urib yuborish,Chilonzor tumani,69.2009,41.2683,quruq,kun ochiq,tartibga solingan chorraha,2,Chevrolet,Lacetti,oq,2022.0
159595,2023-03-12,YTHning boshqa turlari,Pop tumani,71.0439,40.8557,quruq,kun ochiq,boshqa holatlar,3,Daewoo,Nexia,oq,2012.0
159594,2023-03-09,to'qnashuv,Pop tumani,71.1621,40.8595,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia,oq,2011.0
159593,2023-03-11,to'qnashuv,Bo'stonliq tumani,69.8181,41.5682,quruq,kun ochiq,"ko'prik, estakada, va h.k",2,Lada(VAZ),2106,oq,1984.0
159592,2023-03-10,piyodani urib yuborish,Bo'stonliq tumani,69.9063,41.6137,quruq,kun ochiq,boshqa holatlar,2,Lada(VAZ),2121,oq,1982.0
159591,2023-03-08,to'qnashuv,Bo'stonliq tumani,69.9219,41.6187,quruq,kun ochiq,boshqa holatlar,2,KAMAZ,5315,qizil,2020.0
159590,2023-04-16,to'qnashuv,Norin tumani,72.1151,40.9144,quruq,kun ochiq,boshqa holatlar,2,Daewoo,Nexia,oq,2012.0
159589,2023-03-07,piyodani urib yuborish,Bo'stonliq tumani,69.9008,41.6164,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,DAMAS VAN,oq,2021.0
159588,2023-04-12,to'qnashuv,Norin tumani,72.0876,40.9177,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Damas,oq,2019.0
159587,2023-04-27,to'qnashuv,Mingbuloq tumani,71.448,40.8541,quruq,kun ochiq,yo'lning tog'ri qismi,3,Kia,Bongo,oq,2010.0
159584,2023-04-16,piyodani urib yuborish,Norin tumani,72.0953,40.9252,quruq,kun ochiq,boshqa holatlar,2,Daewoo,Lacetti,oq,2006.0
159581,2023-04-25,piyodani urib yuborish,Norin tumani,72.1165,40.9068,quruq,kun ochiq,boshqa holatlar,2,Daewoo,Labo,oq,2003.0
159580,2023-04-28,to'qnashuv,Mingbuloq tumani,71.5151,40.8501,quruq,kun ochiq,yo'lning tog'ri qismi,4,Lada(VAZ),XRAY GAB 430,oq,2016.0
159577,2023-03-04,to'qnashuv,Pop tumani,70.7858,40.8642,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Damas,oq,2020.0
159576,2023-03-02,ag'darilish,Pop tumani,70.7475,40.9167,quruq,kun ochiq,boshqa holatlar,1,Chevrolet,Nexia 3,oq,2020.0
159573,2023-05-04,piyodani urib yuborish,Mingbuloq tumani,71.466,40.8372,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Matiz,oq,2015.0
159572,2023-04-25,YTHning boshqa turlari,Norin tumani,71.9848,40.9364,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Damas,oq,2017.0
159571,2023-08-04,to'qnashuv,Pop tumani,71.0947,40.8619,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Nexia,oq,2014.0
159570,2023-08-04,to'siqqa urilish,Pop tumani,70.801,40.8081,quruq,kun ochiq,boshqa holatlar,3,ISUZU,Gigamax CYL23V3,oq,2017.0
159559,2023-05-21,to'qnashuv,Jarqo'rg'on tumani,67.418,37.5264,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia,qaymoq rang,2014.0
159558,2023-04-10,YTHning boshqa turlari,Norin tumani,72.1091,40.9018,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Damas,oq,2021.0
159557,2023-06-12,piyodani urib yuborish,Jarqo'rg'on tumani,67.468,37.4164,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia 3,oq,2019.0
159556,2023-04-16,piyodani urib yuborish,Norin tumani,71.9026,40.9274,quruq,kun ochiq,yo'lning burilish qismi,2,Daewoo,Damas,oq,2022.0
159545,2023-04-16,YTHning boshqa turlari,Norin tumani,72.0906,40.9173,quruq,kun ochiq,yo'lning burilish qismi,2,Daewoo,Damas,oq,2021.0
159534,2023-08-03,piyodani urib yuborish,Sharof Rashidov tumani,67.9358,40.0956,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia 3,oq,2018.0
159524,2023-08-03,velosipedchini urib yuborish,Arnasoy tumani,67.8816,40.499,quruq,kun ochiq,yo'lning tog'ri qismi,2,Daewoo,Nexia 2,oq,2015.0
159518,2023-08-03,to'qnashuv,Zomin tumani,68.4918,40.1249,quruq,kun ochiq,teng ahamiyatli chorraha,2,Daewoo,Nexia 2,oq,2010.0
159450,2023-06-27,to'qnashuv,Jarqo'rg'on tumani,67.4258,37.5053,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Cobalt,oq,2020.0
159449,2023-06-27,piyodani urib yuborish,Jarqo'rg'on tumani,67.418,37.5264,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Labo,oq,2022.0
159448,2023-05-04,to'qnashuv,Mingbuloq tumani,71.4822,40.8536,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,"moviy, havorang",2010.0
159447,2023-05-17,piyodani urib yuborish,Mingbuloq tumani,71.4688,40.805,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Lacetti,oq,2012.0
159445,2023-05-08,ag'darilish,Mingbuloq tumani,71.5796,40.8573,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Damas,oq,2019.0
159444,2023-08-03,piyodani urib yuborish,Mingbuloq tumani,71.4674,40.8148,quruq,kun ochiq,yo'lning tog'ri qismi,2,Ravon,Nexia R3,oq,2018.0
159443,2023-06-03,to'qnashuv,Mingbuloq tumani,71.181,40.8147,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Cobalt,oq,2018.0
159442,2023-06-07,ag'darilish,Mingbuloq tumani,71.5217,40.8517,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Spark,oq,2019.0
159441,2023-06-23,to'qnashuv,Mingbuloq tumani,71.4793,40.8318,quruq,kun ochiq,yo'lning tog'ri qismi,3,Chevrolet,Nexia,oq,2009.0
159440,2023-04-22,to'qnashuv,Uchqo'rg'on tumani,72.0641,41.0998,quruq,kun ochiq,boshqa holatlar,3,Chevrolet,Nexia 2,oq,2006.0
159439,2023-06-21,to'qnashuv,Mingbuloq tumani,71.6714,40.8994,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Cobalt,oq,2022.0
159438,2023-07-13,velosipedchini urib yuborish,Marg'ilon shahri,71.716,40.4897,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia 2,kulrang,2015.0
159437,2023-07-09,to'qnashuv,Quva tumani,72.0551,40.5304,quruq,kun ochiq,tartibga solinmagan chorraha,3,Chevrolet,Deluxe,oq,2019.0
159436,2023-08-03,velosipedchini urib yuborish,Quva tumani,71.9976,40.5423,quruq,kun ochiq,yo'lning tog'ri qismi,2,Chevrolet,Nexia,qora,2010.0
159435,2023-05-09,piyodani urib yuborish,Uchqo'rg'on tumani,71.9512,40.9776,quruq,kun ochiq,boshqa holatlar,2,Chevrolet,Nexia 3,oq,2018.0
